Transcript ID	Gene ID	Gene symbol	Gene description	Species ID	3P-seq tags	Representative transcript?
ENSMUST00000025264.6	ENSMUSG00000024400.10	Wdr33	WD repeat domain 33 [Source:MGI Symbol;Acc:MGI:1921570]	10090	637	1
ENSMUST00000025266.5	ENSMUSG00000024402.5	Lta	lymphotoxin A [Source:MGI Symbol;Acc:MGI:104797]	10090	16	1
ENSMUST00000025270.6	ENSMUSG00000024404.6	Riok3	RIO kinase 3 [Source:MGI Symbol;Acc:MGI:1914128]	10090	6510	1
ENSMUST00000025271.11	ENSMUSG00000024406.11	Pou5f1	POU domain, class 5, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101893]	10090	8	1
ENSMUST00000025273.8	ENSMUSG00000024409.8	Psors1c2	psoriasis susceptibility 1 candidate 2 (human) [Source:MGI Symbol;Acc:MGI:1930025]	10090	19	1
ENSMUST00000025276.9	ENSMUSG00000024410.9	3110002H16Rik	RIKEN cDNA 3110002H16 gene [Source:MGI Symbol;Acc:MGI:1916528]	10090	86	1
ENSMUST00000025278.7	ENSMUSG00000024414.8	Mrpl27	mitochondrial ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:2137224]	10090	102	1
ENSMUST00000025279.5	ENSMUSG00000024413.8	Npc1	Niemann-Pick type C1 [Source:MGI Symbol;Acc:MGI:1097712]	10090	96	1
ENSMUST00000025288.7	ENSMUSG00000024420.8	Zfp521	zinc finger protein 521 [Source:MGI Symbol;Acc:MGI:95459]	10090	37	1
ENSMUST00000025290.5	ENSMUSG00000024423.5	Impact	impact, RWD domain protein [Source:MGI Symbol;Acc:MGI:1098233]	10090	1810	1
ENSMUST00000025292.9	ENSMUSG00000024422.9	Dhx16	DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:MGI Symbol;Acc:MGI:1916442]	10090	2751	1
ENSMUST00000025293.3	ENSMUSG00000024425.3	Ndfip1	Nedd4 family interacting protein 1 [Source:MGI Symbol;Acc:MGI:1929601]	10090	19686	1
ENSMUST00000025295.6	ENSMUSG00000024427.6	Spry4	sprouty homolog 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:1345144]	10090	199	1
ENSMUST00000025305.10	ENSMUSG00000024436.11	Mrps18b	mitochondrial ribosomal protein S18B [Source:MGI Symbol;Acc:MGI:1914223]	10090	22	1
ENSMUST00000025311.5	ENSMUSG00000024440.7	Pcdh12	protocadherin 12 [Source:MGI Symbol;Acc:MGI:1855700]	10090	104	1
ENSMUST00000025312.7	ENSMUSG00000054128.11	H2-T3	histocompatibility 2, T region locus 3 [Source:MGI Symbol;Acc:MGI:95959]	10090	5	1
ENSMUST00000025314.5	ENSMUSG00000024442.5	0610009O20Rik	RIKEN cDNA 0610009O20 gene [Source:MGI Symbol;Acc:MGI:1914089]	10090	960	1
ENSMUST00000025319.6	ENSMUSG00000024446.8	Rpp21	ribonuclease P 21 subunit [Source:MGI Symbol;Acc:MGI:1914926]	10090	1768	1
ENSMUST00000025322.8	ENSMUSG00000024448.9	H2-M10.1	histocompatibility 2, M region locus 10.1 [Source:MGI Symbol;Acc:MGI:1276522]	10090	5	1
ENSMUST00000025329.7	ENSMUSG00000050747.9	Trim15	tripartite motif-containing 15 [Source:MGI Symbol;Acc:MGI:1916347]	10090	5	1
ENSMUST00000025338.10	ENSMUSG00000024462.12	Gabbr1	gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]	10090	417	1
ENSMUST00000025349.6	ENSMUSG00000024471.7	Myot	myotilin [Source:MGI Symbol;Acc:MGI:1889800]	10090	4007	1
ENSMUST00000025350.8	ENSMUSG00000024472.8	Dcp2	DCP2 decapping enzyme homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1917890]	10090	434	1
ENSMUST00000025354.3	ENSMUSG00000024477.3	Pggt1b	protein geranylgeranyltransferase type I, beta subunit [Source:MGI Symbol;Acc:MGI:1917514]	10090	430	1
ENSMUST00000025356.2	ENSMUSG00000024479.2	Mal2	mal, T cell differentiation protein 2 [Source:MGI Symbol;Acc:MGI:2146021]	10090	681	1
ENSMUST00000025357.7	ENSMUSG00000024480.7	Ap3s1	adaptor-related protein complex 3, sigma 1 subunit [Source:MGI Symbol;Acc:MGI:1337062]	10090	23	1
ENSMUST00000025358.2	ENSMUSG00000024481.4	4833403I15Rik	RIKEN cDNA 4833403I15 gene [Source:MGI Symbol;Acc:MGI:1921824]	10090	78	1
ENSMUST00000025363.5	ENSMUSG00000024486.5	Hbegf	heparin-binding EGF-like growth factor [Source:MGI Symbol;Acc:MGI:96070]	10090	131	1
ENSMUST00000025364.4	ENSMUSG00000024487.4	Yipf5	Yip1 domain family, member 5 [Source:MGI Symbol;Acc:MGI:1914430]	10090	128	1
ENSMUST00000025374.3	ENSMUSG00000024497.3	Pou4f3	POU domain, class 4, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102523]	10090	5	1
ENSMUST00000025375.8	ENSMUSG00000024498.10	Tcerg1	transcription elongation regulator 1 (CA150) [Source:MGI Symbol;Acc:MGI:1926421]	10090	1932	1
ENSMUST00000025381.2	ENSMUSG00000024503.2	Spink3	serine peptidase inhibitor, Kazal type 3 [Source:MGI Symbol;Acc:MGI:106202]	10090	6600	1
ENSMUST00000025385.6	ENSMUSG00000024507.6	Hsd17b4	hydroxysteroid (17-beta) dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:105089]	10090	9710	1
ENSMUST00000025388.5	ENSMUSG00000024510.5	Ftmt	ferritin mitochondrial [Source:MGI Symbol;Acc:MGI:1914884]	10090	5	1
ENSMUST00000025390.2	ENSMUSG00000024512.3	Dynap	dynactin associated protein [Source:MGI Symbol;Acc:MGI:1922827]	10090	7	1
ENSMUST00000025393.8	ENSMUSG00000024515.8	Smad4	SMAD family member 4 [Source:MGI Symbol;Acc:MGI:894293]	10090	1691	1
ENSMUST00000025394.7	ENSMUSG00000024516.7	Sec11c	SEC11 homolog C (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913536]	10090	1122	1
ENSMUST00000025396.3	ENSMUSG00000024518.3	Rax	retina and anterior neural fold homeobox [Source:MGI Symbol;Acc:MGI:109632]	10090	5	1
ENSMUST00000025397.5	ENSMUSG00000024519.5	Cplx4	complexin 4 [Source:MGI Symbol;Acc:MGI:2685803]	10090	5	1
ENSMUST00000025399.7	ENSMUSG00000024521.7	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1 [Source:MGI Symbol;Acc:MGI:1930146]	10090	1268	1
ENSMUST00000025402.8	ENSMUSG00000024524.11	Gnal	guanine nucleotide binding protein, alpha stimulating, olfactory type [Source:MGI Symbol;Acc:MGI:95774]	10090	19	1
ENSMUST00000025403.6	ENSMUSG00000024525.6	Impa2	inositol (myo)-1(or 4)-monophosphatase 2 [Source:MGI Symbol;Acc:MGI:2149728]	10090	724	1
ENSMUST00000025404.8	ENSMUSG00000024526.8	Cidea	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A [Source:MGI Symbol;Acc:MGI:1270845]	10090	872	1
ENSMUST00000025406.7	ENSMUSG00000024528.7	Srfbp1	serum response factor binding protein 1 [Source:MGI Symbol;Acc:MGI:1914472]	10090	598	1
ENSMUST00000025408.8	ENSMUSG00000024527.9	Afg3l2	AFG3-like AAA ATPase 2 [Source:MGI Symbol;Acc:MGI:1916847]	10090	3568	1
ENSMUST00000025411.7	ENSMUSG00000024530.7	Slmo1	slowmo homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:2442865]	10090	29	1
ENSMUST00000025413.8	ENSMUSG00000024534.10	Sncaip	synuclein, alpha interacting protein (synphilin) [Source:MGI Symbol;Acc:MGI:1915097]	10090	18	0
ENSMUST00000025417.8	ENSMUSG00000024535.10	Snx24	sorting nexing 24 [Source:MGI Symbol;Acc:MGI:1916476]	10090	240	0
ENSMUST00000025418.3	ENSMUSG00000024537.4	Psmg2	proteasome (prosome, macropain) assembly chaperone 2 [Source:MGI Symbol;Acc:MGI:1922901]	10090	5850	1
ENSMUST00000025419.7	ENSMUSG00000024538.7	Ppic	peptidylprolyl isomerase C [Source:MGI Symbol;Acc:MGI:97751]	10090	1510	1
ENSMUST00000025421.7	ENSMUSG00000079614.3	Seh1l	SEH1-like (S. cerevisiae [Source:MGI Symbol;Acc:MGI:1919374]	10090	6113	1
ENSMUST00000025425.5	ENSMUSG00000024542.8	Cep192	centrosomal protein 192 [Source:MGI Symbol;Acc:MGI:1918049]	10090	1678	1
ENSMUST00000025430.9	ENSMUSG00000024548.10	Setbp1	SET binding protein 1 [Source:MGI Symbol;Acc:MGI:1933199]	10090	48	1
ENSMUST00000025434.8	ENSMUSG00000024552.10	Slc14a2	solute carrier family 14 (urea transporter), member 2 [Source:MGI Symbol;Acc:MGI:1351653]	10090	19	1
ENSMUST00000025439.3	ENSMUSG00000024556.3	Me2	malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]	10090	823	1
ENSMUST00000025444.6	ENSMUSG00000024560.6	Cxxc1	CXXC finger 1 (PHD domain) [Source:MGI Symbol;Acc:MGI:1921572]	10090	232	1
ENSMUST00000025462.6	ENSMUSG00000024570.6	Rbfa	ribosome binding factor A [Source:MGI Symbol;Acc:MGI:1915981]	10090	121	1
ENSMUST00000025468.8	ENSMUSG00000024575.10	Pde6a	phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:MGI Symbol;Acc:MGI:97524]	10090	36	1
ENSMUST00000025471.2	ENSMUSG00000024578.2	Il17b	interleukin 17B [Source:MGI Symbol;Acc:MGI:1928397]	10090	7	1
ENSMUST00000025472.1	ENSMUSG00000024579.2	Pcyox1l	prenylcysteine oxidase 1 like [Source:MGI Symbol;Acc:MGI:3606062]	10090	97	1
ENSMUST00000025474.7	ENSMUSG00000024581.7	Napg	N-ethylmaleimide sensitive fusion protein attachment protein gamma [Source:MGI Symbol;Acc:MGI:104561]	10090	1511	1
ENSMUST00000025476.2	ENSMUSG00000024583.2	Txnl1	thioredoxin-like 1 [Source:MGI Symbol;Acc:MGI:1860078]	10090	16168	1
ENSMUST00000025477.8	ENSMUSG00000056812.8	St8sia3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:106019]	10090	17	1
ENSMUST00000025482.8	ENSMUSG00000039529.8	Atp8b1	ATPase, class I, type 8B, member 1 [Source:MGI Symbol;Acc:MGI:1859665]	10090	199	1
ENSMUST00000025483.9	ENSMUSG00000024587.9	Nars	asparaginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1917473]	10090	4086	1
ENSMUST00000025484.7	ENSMUSG00000024588.8	Fech	ferrochelatase [Source:MGI Symbol;Acc:MGI:95513]	10090	5989	1
ENSMUST00000025486.8	ENSMUSG00000024590.8	Lmnb1	lamin B1 [Source:MGI Symbol;Acc:MGI:96795]	10090	268	1
ENSMUST00000025488.9	ENSMUSG00000024592.10	C330018D20Rik	RIKEN cDNA C330018D20 gene [Source:MGI Symbol;Acc:MGI:1924672]	10090	458	1
ENSMUST00000025490.8	ENSMUSG00000024594.8	Prrc1	proline-rich coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1916106]	10090	1210	1
ENSMUST00000025497.6	ENSMUSG00000024598.8	Fbn2	fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]	10090	12	1
ENSMUST00000025500.6	ENSMUSG00000024600.8	Slc27a6	solute carrier family 27 (fatty acid transporter), member 6 [Source:MGI Symbol;Acc:MGI:3036230]	10090	42	1
ENSMUST00000025503.8	ENSMUSG00000024601.8	Isoc1	isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557]	10090	7206	1
ENSMUST00000025505.5	ENSMUSG00000024603.7	Dctn4	dynactin 4 [Source:MGI Symbol;Acc:MGI:1914915]	10090	4459	1
ENSMUST00000025506.6	ENSMUSG00000024604.7	Rbm22	RNA binding motif protein 22 [Source:MGI Symbol;Acc:MGI:1914060]	10090	3968	1
ENSMUST00000025511.4	ENSMUSG00000024608.5	Rps14	ribosomal protein S14 [Source:MGI Symbol;Acc:MGI:98107]	10090	45	1
ENSMUST00000025515.6	ENSMUSG00000024614.6	Tmx3	thioredoxin-related transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:2442418]	10090	1237	1
ENSMUST00000025520.8	ENSMUSG00000052026.7	Slc6a7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7 [Source:MGI Symbol;Acc:MGI:2147363]	10090	7	1
ENSMUST00000025521.8	ENSMUSG00000024619.8	Cdx1	caudal type homeobox 1 [Source:MGI Symbol;Acc:MGI:88360]	10090	5	1
ENSMUST00000025522.5	ENSMUSG00000024620.6	Pdgfrb	platelet derived growth factor receptor, beta polypeptide [Source:MGI Symbol;Acc:MGI:97531]	10090	1178	1
ENSMUST00000025541.5	ENSMUSG00000024639.5	Gnaq	guanine nucleotide binding protein, alpha q polypeptide [Source:MGI Symbol;Acc:MGI:95776]	10090	857	1
ENSMUST00000025542.4	ENSMUSG00000024640.4	Psat1	phosphoserine aminotransferase 1 [Source:MGI Symbol;Acc:MGI:2183441]	10090	5043	1
ENSMUST00000025546.10	ENSMUSG00000024644.11	Cndp2	CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:MGI Symbol;Acc:MGI:1913304]	10090	571	1
ENSMUST00000025547.2	ENSMUSG00000024645.4	Timm21	tranlocase of inner mitochondrial membrane 21 [Source:MGI Symbol;Acc:MGI:1920595]	10090	1611	1
ENSMUST00000025554.2	ENSMUSG00000024653.2	Scgb1a1	secretoglobin, family 1A, member 1 (uteroglobin) [Source:MGI Symbol;Acc:MGI:98919]	10090	34101	1
ENSMUST00000025561.7	ENSMUSG00000024659.9	Anxa1	annexin A1 [Source:MGI Symbol;Acc:MGI:96819]	10090	3902	1
ENSMUST00000025562.7	ENSMUSG00000024660.8	Incenp	inner centromere protein [Source:MGI Symbol;Acc:MGI:1313288]	10090	2682	1
ENSMUST00000025563.6	ENSMUSG00000024661.6	Fth1	ferritin heavy chain 1 [Source:MGI Symbol;Acc:MGI:95588]	10090	1208	1
ENSMUST00000025567.7	ENSMUSG00000024665.7	Fads2	fatty acid desaturase 2 [Source:MGI Symbol;Acc:MGI:1930079]	10090	1135	1
ENSMUST00000025568.2	ENSMUSG00000024666.5	Tmem138	transmembrane protein 138 [Source:MGI Symbol;Acc:MGI:1920232]	10090	1487	1
ENSMUST00000025569.3	ENSMUSG00000024667.6	Tmem216	transmembrane protein 216 [Source:MGI Symbol;Acc:MGI:1920020]	10090	220	1
ENSMUST00000025570.6	ENSMUSG00000024668.7	Sdhaf2	succinate dehydrogenase complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:1913322]	10090	1608	1
ENSMUST00000025571.7	ENSMUSG00000024669.7	Cd5	CD5 antigen [Source:MGI Symbol;Acc:MGI:88340]	10090	5	1
ENSMUST00000025574.5	ENSMUSG00000024672.6	Ms4a7	membrane-spanning 4-domains, subfamily A, member 7 [Source:MGI Symbol;Acc:MGI:1918846]	10090	30	1
ENSMUST00000025581.6	ENSMUSG00000024678.6	Ms4a4d	membrane-spanning 4-domains, subfamily A, member 4D [Source:MGI Symbol;Acc:MGI:1913857]	10090	246	1
ENSMUST00000025582.5	ENSMUSG00000024679.5	Ms4a6d	membrane-spanning 4-domains, subfamily A, member 6D [Source:MGI Symbol;Acc:MGI:1916024]	10090	15	1
ENSMUST00000025585.3	ENSMUSG00000024682.3	Gif	gastric intrinsic factor [Source:MGI Symbol;Acc:MGI:1202394]	10090	103	1
ENSMUST00000025590.9	ENSMUSG00000024687.10	Osbp	oxysterol binding protein [Source:MGI Symbol;Acc:MGI:97447]	10090	315	1
ENSMUST00000025598.4	ENSMUSG00000024694.4	Keg1	kidney expressed gene 1 [Source:MGI Symbol;Acc:MGI:1928492]	10090	1274	1
ENSMUST00000025601.6	ENSMUSG00000024696.8	Lpxn	leupaxin [Source:MGI Symbol;Acc:MGI:2147677]	10090	66	1
ENSMUST00000025602.2	ENSMUSG00000024697.3	Gna14	guanine nucleotide binding protein, alpha 14 [Source:MGI Symbol;Acc:MGI:95769]	10090	295	1
ENSMUST00000025617.3	ENSMUSG00000024712.4	Rfk	riboflavin kinase [Source:MGI Symbol;Acc:MGI:1914688]	10090	2182	1
ENSMUST00000025618.9	ENSMUSG00000024713.10	Pcsk5	proprotein convertase subtilisin/kexin type 5 [Source:MGI Symbol;Acc:MGI:97515]	10090	40	0
ENSMUST00000025631.6	ENSMUSG00000024725.7	Ostf1	osteoclast stimulating factor 1 [Source:MGI Symbol;Acc:MGI:700012]	10090	1883	1
ENSMUST00000025632.9	ENSMUSG00000024726.9	2410127L17Rik	RIKEN cDNA 2410127L17 gene [Source:MGI Symbol;Acc:MGI:1914633]	10090	206	1
ENSMUST00000025635.7	ENSMUSG00000024729.7	1700017D01Rik	RIKEN cDNA 1700017D01 gene [Source:MGI Symbol;Acc:MGI:1916619]	10090	5	1
ENSMUST00000025636.7	ENSMUSG00000024730.7	Ms4a8a	membrane-spanning 4-domains, subfamily A, member 8A [Source:MGI Symbol;Acc:MGI:1927657]	10090	24	1
ENSMUST00000025639.6	ENSMUSG00000024732.7	Ccdc86	coiled-coil domain containing 86 [Source:MGI Symbol;Acc:MGI:1277220]	10090	429	1
ENSMUST00000025641.1	ENSMUSG00000024734.3	Zp1	zona pellucida glycoprotein 1 [Source:MGI Symbol;Acc:MGI:103073]	10090	11	1
ENSMUST00000025645.8	ENSMUSG00000024736.9	Tmem132a	transmembrane protein 132A [Source:MGI Symbol;Acc:MGI:2147810]	10090	81	0
ENSMUST00000025646.2	ENSMUSG00000024737.2	Slc15a3	solute carrier family 15, member 3 [Source:MGI Symbol;Acc:MGI:1929691]	10090	126	1
ENSMUST00000025647.5	ENSMUSG00000024738.5	Pga5	pepsinogen 5, group I [Source:MGI Symbol;Acc:MGI:1915935]	10090	9	1
ENSMUST00000025649.8	ENSMUSG00000024740.9	Ddb1	damage specific DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1202384]	10090	13676	1
ENSMUST00000025656.3	ENSMUSG00000024747.3	Aldh1a7	aldehyde dehydrogenase family 1, subfamily A7 [Source:MGI Symbol;Acc:MGI:1347050]	10090	1711	1
ENSMUST00000025659.5	ENSMUSG00000024750.5	Zfand5	zinc finger, AN1-type domain 5 [Source:MGI Symbol;Acc:MGI:1278334]	10090	4149	1
ENSMUST00000025666.7	ENSMUSG00000024757.7	Slc22a19	solute carrier family 22 (organic anion transporter), member 19 [Source:MGI Symbol;Acc:MGI:2442751]	10090	154	1
ENSMUST00000025675.9	ENSMUSG00000024764.9	Naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1918249]	10090	826	1
ENSMUST00000025679.5	ENSMUSG00000024767.6	Otub1	OTU domain, ubiquitin aldehyde binding 1 [Source:MGI Symbol;Acc:MGI:2147616]	10090	5075	1
ENSMUST00000025680.4	ENSMUSG00000024768.5	Lipf	lipase, gastric [Source:MGI Symbol;Acc:MGI:1914967]	10090	8	1
ENSMUST00000025681.7	ENSMUSG00000024769.7	Cdc42bpg	CDC42 binding protein kinase gamma (DMPK-like) [Source:MGI Symbol;Acc:MGI:2652845]	10090	1536	1
ENSMUST00000025682.6	ENSMUSG00000024770.9	Lipn	lipase, family member N [Source:MGI Symbol;Acc:MGI:1917416]	10090	5	1
ENSMUST00000025684.3	ENSMUSG00000024772.9	Ehd1	EH-domain containing 1 [Source:MGI Symbol;Acc:MGI:1341878]	10090	2956	1
ENSMUST00000025685.6	ENSMUSG00000056078.5	Lipm	lipase, family member M [Source:MGI Symbol;Acc:MGI:1926003]	10090	5	1
ENSMUST00000025686.7	ENSMUSG00000024774.10	Ankrd22	ankyrin repeat domain 22 [Source:MGI Symbol;Acc:MGI:1277101]	10090	8	1
ENSMUST00000025691.6	ENSMUSG00000024778.7	Fas	Fas (TNF receptor superfamily member 6) [Source:MGI Symbol;Acc:MGI:95484]	10090	376	1
ENSMUST00000025695.9	ENSMUSG00000024777.9	Ppp2r5b	protein phosphatase 2, regulatory subunit B', beta [Source:MGI Symbol;Acc:MGI:2388480]	10090	23	1
ENSMUST00000025696.4	ENSMUSG00000024782.7	Ak3	adenylate kinase 3 [Source:MGI Symbol;Acc:MGI:1860835]	10090	592	1
ENSMUST00000025698.8	ENSMUSG00000024784.8	Gpha2	glycoprotein hormone alpha 2 [Source:MGI Symbol;Acc:MGI:2156541]	10090	7	1
ENSMUST00000025702.8	ENSMUSG00000024787.8	Snx15	sorting nexin 15 [Source:MGI Symbol;Acc:MGI:1916274]	10090	395	1
ENSMUST00000025704.2	ENSMUSG00000024791.5	Cdca5	cell division cycle associated 5 [Source:MGI Symbol;Acc:MGI:1915099]	10090	587	1
ENSMUST00000025706.4	ENSMUSG00000024793.9	Tnfrsf25	tumor necrosis factor receptor superfamily, member 25 [Source:MGI Symbol;Acc:MGI:1934667]	10090	44	1
ENSMUST00000025707.3	ENSMUSG00000024792.3	Zfpl1	zinc finger like protein 1 [Source:MGI Symbol;Acc:MGI:1891017]	10090	92	1
ENSMUST00000025714.7	ENSMUSG00000024800.7	Rpp30	ribonuclease P/MRP 30 subunit [Source:MGI Symbol;Acc:MGI:1859683]	10090	633	1
ENSMUST00000025718.8	ENSMUSG00000024803.8	Ankrd1	ankyrin repeat domain 1 (cardiac muscle) [Source:MGI Symbol;Acc:MGI:1097717]	10090	1220	1
ENSMUST00000025719.3	ENSMUSG00000024806.3	Mlana	melan-A [Source:MGI Symbol;Acc:MGI:108454]	10090	18	1
ENSMUST00000025727.4	ENSMUSG00000024815.4	Trpd52l3	tumor protein D52-like 3 [Source:MGI Symbol;Acc:MGI:1913995]	10090	5	1
ENSMUST00000025728.7	ENSMUSG00000024816.7	Frmd8	FERM domain containing 8 [Source:MGI Symbol;Acc:MGI:1914707]	10090	1448	1
ENSMUST00000025729.6	ENSMUSG00000024811.6	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 [Source:MGI Symbol;Acc:MGI:1921743]	10090	2827	1
ENSMUST00000025732.8	ENSMUSG00000024818.9	Slc25a45	solute carrier family 25, member 45 [Source:MGI Symbol;Acc:MGI:2147731]	10090	807	0
ENSMUST00000025739.8	ENSMUSG00000024817.8	Uhrf2	ubiquitin-like, containing PHD and RING finger domains 2 [Source:MGI Symbol;Acc:MGI:1923718]	10090	671	1
ENSMUST00000025740.6	ENSMUSG00000024824.6	Rad9a	RAD9 homolog A [Source:MGI Symbol;Acc:MGI:1328356]	10090	113	1
ENSMUST00000025743.6	ENSMUSG00000024829.7	Mrpl21	mitochondrial ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:2660674]	10090	1482	1
ENSMUST00000025745.4	ENSMUSG00000024829.7	Mrpl21	mitochondrial ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:2660674]	10090	7	0
ENSMUST00000025749.8	ENSMUSG00000024830.11	Rps6kb2	ribosomal protein S6 kinase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1927343]	10090	722	0
ENSMUST00000025751.4	ENSMUSG00000024831.8	Ighmbp2	immunoglobulin mu binding protein 2 [Source:MGI Symbol;Acc:MGI:99954]	10090	106	1
ENSMUST00000025752.8	ENSMUSG00000024833.9	Pola2	polymerase (DNA directed), alpha 2 [Source:MGI Symbol;Acc:MGI:99690]	10090	73	1
ENSMUST00000025755.5	ENSMUSG00000024837.10	Dmrt1	doublesex and mab-3 related transcription factor 1 [Source:MGI Symbol;Acc:MGI:1354733]	10090	587	0
ENSMUST00000025759.7	ENSMUSG00000024841.7	Eif1ad	eukaryotic translation initiation factor 1A domain containing [Source:MGI Symbol;Acc:MGI:1917110]	10090	2231	1
ENSMUST00000025761.6	ENSMUSG00000024842.7	Cabp4	calcium binding protein 4 [Source:MGI Symbol;Acc:MGI:1920910]	10090	5	1
ENSMUST00000025762.9	ENSMUSG00000024844.9	Banf1	barrier to autointegration factor 1 [Source:MGI Symbol;Acc:MGI:1346330]	10090	60	1
ENSMUST00000025764.5	ENSMUSG00000024846.5	Cst6	cystatin E/M [Source:MGI Symbol;Acc:MGI:1920970]	10090	5	1
ENSMUST00000025773.3	ENSMUSG00000024854.3	Pold4	polymerase (DNA-directed), delta 4 [Source:MGI Symbol;Acc:MGI:1916995]	10090	2044	1
ENSMUST00000025774.9	ENSMUSG00000024853.9	Sf3b2	splicing factor 3b, subunit 2 [Source:MGI Symbol;Acc:MGI:2441856]	10090	1072	1
ENSMUST00000025778.7	ENSMUSG00000024827.9	Gldc	glycine decarboxylase [Source:MGI Symbol;Acc:MGI:1341155]	10090	318	1
ENSMUST00000025779.5	ENSMUSG00000024856.5	Cdk2ap2	CDK2-associated protein 2 [Source:MGI Symbol;Acc:MGI:1098779]	10090	3783	1
ENSMUST00000025786.7	ENSMUSG00000024855.9	Pacs1	phosphofurin acidic cluster sorting protein 1 [Source:MGI Symbol;Acc:MGI:1277113]	10090	176	1
ENSMUST00000025791.6	ENSMUSG00000024858.8	Adrbk1	adrenergic receptor kinase, beta 1 [Source:MGI Symbol;Acc:MGI:87940]	10090	409	1
ENSMUST00000025797.5	ENSMUSG00000024863.5	Mbl2	mannose-binding lectin (protein C) 2 [Source:MGI Symbol;Acc:MGI:96924]	10090	2007	1
ENSMUST00000025800.9	ENSMUSG00000024867.9	Pip5k1b	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta [Source:MGI Symbol;Acc:MGI:107930]	10090	14	1
ENSMUST00000025802.4	ENSMUSG00000024869.4	Nudt8	nudix (nucleoside diphosphate linked moiety X)-type motif 8 [Source:MGI Symbol;Acc:MGI:1913637]	10090	1801	1
ENSMUST00000025803.8	ENSMUSG00000024868.8	Dkk1	dickkopf homolog 1 (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:1329040]	10090	5	1
ENSMUST00000025804.5	ENSMUSG00000024870.5	Rab1b	RAB1B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923558]	10090	359	1
ENSMUST00000025805.6	ENSMUSG00000024873.6	Cnih2	cornichon homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1277225]	10090	23	1
ENSMUST00000025806.3	ENSMUSG00000024871.5	Doc2g	double C2, gamma [Source:MGI Symbol;Acc:MGI:1926250]	10090	2546	1
ENSMUST00000025811.4	ENSMUSG00000024875.4	Yif1a	Yip1 interacting factor homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915340]	10090	1379	1
ENSMUST00000025815.8	ENSMUSG00000024878.8	Cbwd1	COBW domain containing 1 [Source:MGI Symbol;Acc:MGI:2385089]	10090	609	1
ENSMUST00000025818.6	ENSMUSG00000024883.6	Rin1	Ras and Rab interactor 1 [Source:MGI Symbol;Acc:MGI:2385695]	10090	184	1
ENSMUST00000025823.3	ENSMUSG00000024889.3	Rce1	RCE1 homolog, prenyl protein peptidase (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1336895]	10090	1855	1
ENSMUST00000025826.5	ENSMUSG00000024891.5	Slc29a2	solute carrier family 29 (nucleoside transporters), member 2 [Source:MGI Symbol;Acc:MGI:1345278]	10090	82	1
ENSMUST00000025827.8	ENSMUSG00000024896.8	Minpp1	multiple inositol polyphosphate histidine phosphatase 1 [Source:MGI Symbol;Acc:MGI:1336159]	10090	105	1
ENSMUST00000025830.7	ENSMUSG00000024897.8	Apba1	amyloid beta (A4) precursor protein binding, family  A, member 1 [Source:MGI Symbol;Acc:MGI:1860297]	10090	90	1
